time,s21
0.5663094520568848,-53.732425689697266
0.5663094520568848,-53.529266357421875
0.635723352432251,-53.89972686767578
0.635723352432251,-53.8607292175293
0.635723352432251,-53.619346618652344
0.635723352432251,-53.713775634765625
0.726811408996582,-53.89385986328125
0.7278118133544922,-53.54262161254883
0.7278118133544922,-53.56878662109375
0.7618119716644287,-53.86186218261719
0.7618119716644287,-53.854217529296875
0.7618119716644287,-53.787227630615234
0.8267767429351807,-53.669898986816406
0.8267767429351807,-53.71113967895508
0.8267767429351807,-53.67536544799805
0.8757786750793457,-53.21113204956055
0.8757786750793457,-53.905086517333984
0.8757786750793457,-53.62361145019531
0.8757786750793457,-53.667091369628906
0.9387764930725098,-54.02513885498047
0.9387764930725098,-53.38437271118164
0.9387764930725098,-53.64751434326172
1.0153353214263916,-53.548561096191406
1.0153353214263916,-53.53499221801758
1.0153353214263916,-53.76538848876953
1.0618455410003662,-53.62578582763672
1.0618455410003662,-53.484458923339844
1.0618455410003662,-53.8033447265625
1.0618455410003662,-53.919090270996094
1.1265606880187988,-53.29654312133789
1.1265606880187988,-53.281551361083984
1.1265606880187988,-53.627845764160156
1.1935555934906006,-53.830894470214844
1.1935555934906006,-53.37398147583008
1.1935555934906006,-53.5103645324707
1.260366678237915,-53.62496566772461
1.260366678237915,-53.830013275146484
1.260366678237915,-53.68289566040039
1.3280906677246094,-53.4579963684082
1.3280906677246094,-53.80276107788086
1.3280906677246094,-53.462642669677734
1.3280906677246094,-53.86393356323242
1.3731064796447754,-53.843082427978516
1.3731064796447754,-53.606746673583984
1.374089241027832,-53.79086685180664
1.437025785446167,-53.73491287231445
1.4380247592926025,-53.664588928222656
1.4380247592926025,-53.6965446472168
1.5050184726715088,-53.57234573364258
1.506018877029419,-53.631317138671875
1.506018877029419,-53.23295974731445
1.506018877029419,-53.51323699951172
1.5620200634002686,-53.496864318847656
1.5620200634002686,-53.64094161987305
1.5620200634002686,-53.799800872802734
1.626645803451538,-53.32978439331055
1.626645803451538,-54.03853225708008
1.626645803451538,-53.479122161865234
1.6948730945587158,-53.79790115356445
1.6948730945587158,-53.59641647338867
1.6948730945587158,-53.34468078613281
1.761650800704956,-53.40143966674805
1.761650800704956,-53.7718620300293
